UserID,Age,Gender,Education,Skills,Interests,Preferred Industry,Career Label
597,34,Female,Master's,"Programming, Marketing",Technology,Engineering,Doctor
598,37,Other,PhD,"Finance, Design, Engineering",Education,IT,Mechanical Engineer
599,28,Male,Master's,Finance,Entertainment,Healthcare,Graphic Designer
600,54,Other,High School,Engineering,"Arts, Sports",Finance,Graphic Designer
601,44,Other,PhD,Engineering,Sports,Education,Doctor
602,48,Other,PhD,"Design, Marketing",Healthcare,Healthcare,Data Scientist
603,29,Other,PhD,"Writing, Healthcare",Sports,IT,Artist
604,32,Other,Master's,"Programming, Healthcare, Engineering",Sports,Engineering,Sports Coach
605,34,Other,High School,Design,"Entertainment, Sports",Finance,Artist
606,45,Other,High School,"Healthcare, Finance, Programming","Education, Entertainment",Entertainment,Teacher
607,40,Other,Master's,"Engineering, Design",Arts,Education,Software Engineer
608,58,Male,Bachelor's,"Writing, Engineering, Design","Healthcare, Entertainment",Engineering,Marketing Manager
609,36,Other,Master's,"Engineering, Finance, Design",Healthcare,Engineering,Graphic Designer
610,37,Male,Bachelor's,Programming,"Sports, Arts",Education,Mechanical Engineer
611,54,Female,PhD,"Marketing, Writing","Sports, Healthcare",Engineering,Marketing Manager
612,57,Other,PhD,"Programming, Marketing, Design",Sports,IT,Marketing Manager
613,43,Male,Master's,Finance,"Sports, Healthcare",Engineering,Doctor
614,59,Other,Master's,"Healthcare, Programming","Engineering, Sports",Arts,Marketing Manager
615,58,Female,PhD,"Programming, Finance, Marketing","Sports, Technology",Arts,Marketing Manager
616,26,Male,Master's,Healthcare,"Education, Engineering",Education,Doctor
617,38,Female,High School,"Engineering, Finance, Design","Engineering, Technology",Education,Sports Coach
618,40,Male,High School,"Marketing, Finance",Arts,Healthcare,Data Scientist
619,37,Female,High School,Writing,"Technology, Sports",Engineering,Artist
620,56,Other,Bachelor's,Writing,Sports,Healthcare,Teacher
621,54,Other,Bachelor's,"Marketing, Design","Entertainment, Sports",Entertainment,Artist
622,32,Male,High School,"Writing, Marketing, Programming","Arts, Education",IT,Artist
623,51,Other,High School,"Writing, Finance, Engineering","Engineering, Arts",Engineering,Teacher
624,54,Other,Bachelor's,"Marketing, Programming, Engineering","Education, Entertainment",IT,Teacher
625,58,Female,Master's,"Marketing, Design","Engineering, Sports",Arts,Marketing Manager
626,43,Female,PhD,"Healthcare, Marketing",Education,Arts,Graphic Designer
627,51,Male,PhD,"Design, Programming, Engineering",Entertainment,Entertainment,Graphic Designer
628,44,Female,High School,"Engineering, Programming","Entertainment, Healthcare",Entertainment,Data Scientist
629,50,Female,PhD,Design,"Technology, Entertainment",Engineering,Software Engineer
630,55,Other,High School,"Marketing, Writing, Healthcare",Engineering,Engineering,Teacher
631,28,Male,High School,Healthcare,"Healthcare, Education",Finance,Teacher
632,18,Female,High School,"Engineering, Marketing, Design",Sports,Healthcare,Software Engineer
633,35,Female,Master's,Marketing,"Arts, Engineering",Engineering,Mechanical Engineer
634,42,Female,Bachelor's,"Healthcare, Writing, Finance","Healthcare, Sports",Education,Mechanical Engineer
635,60,Male,PhD,"Design, Healthcare",Engineering,IT,Sports Coach
636,52,Female,Bachelor's,Engineering,Education,Arts,Teacher
637,57,Male,PhD,"Finance, Engineering","Sports, Engineering",Engineering,Financial Analyst
638,23,Female,Master's,"Writing, Design","Sports, Education",IT,Sports Coach
639,35,Female,Bachelor's,"Engineering, Healthcare, Marketing",Arts,Arts,Financial Analyst
640,46,Female,PhD,"Programming, Finance","Education, Engineering",Education,Doctor
641,46,Female,Master's,Programming,"Education, Technology",Education,Artist
642,36,Other,High School,"Design, Programming",Sports,Education,Sports Coach
643,51,Female,Master's,"Healthcare, Finance","Healthcare, Sports",Arts,Data Scientist
644,23,Male,High School,"Programming, Marketing, Engineering",Engineering,Arts,Sports Coach
645,35,Other,Master's,"Finance, Design, Writing","Technology, Sports",Arts,Teacher
646,56,Other,PhD,"Healthcare, Engineering","Sports, Education",Education,Teacher
647,39,Male,Master's,Healthcare,"Arts, Healthcare",Engineering,Mechanical Engineer
648,29,Female,PhD,"Engineering, Healthcare, Marketing","Education, Healthcare",Arts,Artist
649,59,Male,High School,"Design, Healthcare, Writing",Technology,IT,Artist
650,28,Female,Bachelor's,"Engineering, Programming, Design","Entertainment, Technology",Arts,Financial Analyst
651,39,Female,High School,"Finance, Marketing, Healthcare","Entertainment, Engineering",Finance,Artist
652,41,Other,PhD,Marketing,"Engineering, Education",Finance,Financial Analyst
653,25,Female,Bachelor's,"Programming, Writing",Entertainment,Education,Graphic Designer
654,45,Female,High School,"Engineering, Healthcare, Programming",Entertainment,Arts,Data Scientist
655,43,Other,Master's,"Writing, Design, Finance","Education, Arts",Education,Doctor
656,50,Other,PhD,"Healthcare, Design, Writing",Sports,Arts,Financial Analyst
657,45,Other,High School,Programming,Healthcare,Finance,Sports Coach
658,45,Female,High School,Healthcare,Sports,Education,Artist
659,48,Male,Master's,Marketing,"Healthcare, Engineering",Healthcare,Mechanical Engineer
660,41,Female,High School,Programming,"Healthcare, Engineering",Engineering,Financial Analyst
661,33,Male,Master's,"Writing, Programming",Entertainment,Arts,Graphic Designer
662,47,Female,High School,Design,"Arts, Education",Education,Artist
663,57,Other,Master's,Healthcare,"Education, Technology",Arts,Software Engineer
664,30,Female,Bachelor's,Writing,"Education, Arts",Arts,Graphic Designer
665,29,Other,Master's,"Marketing, Finance, Healthcare",Engineering,Engineering,Sports Coach
666,41,Female,Bachelor's,"Writing, Finance, Healthcare","Arts, Engineering",Education,Software Engineer
667,20,Other,High School,"Healthcare, Design, Programming","Arts, Engineering",IT,Mechanical Engineer
668,56,Other,Bachelor's,"Design, Finance, Writing","Sports, Technology",Entertainment,Financial Analyst
669,54,Other,Master's,Design,Entertainment,IT,Mechanical Engineer
670,29,Male,PhD,Programming,Education,Healthcare,Artist
671,34,Other,High School,"Writing, Engineering, Design","Technology, Engineering",Finance,Mechanical Engineer
672,57,Female,Bachelor's,Finance,"Education, Arts",Arts,Artist
673,25,Male,Master's,"Writing, Marketing",Healthcare,Arts,Graphic Designer
674,49,Other,Bachelor's,"Design, Writing, Engineering","Engineering, Sports",Education,Financial Analyst
675,21,Male,High School,Finance,"Engineering, Technology",Entertainment,Mechanical Engineer
676,44,Female,Master's,"Design, Marketing, Engineering",Arts,Entertainment,Sports Coach
677,42,Female,High School,"Engineering, Writing","Arts, Healthcare",Engineering,Financial Analyst
678,41,Female,Bachelor's,Design,Education,Education,Financial Analyst
679,59,Other,PhD,Design,Engineering,IT,Software Engineer
680,40,Male,High School,Finance,"Arts, Entertainment",IT,Artist
681,22,Male,High School,"Engineering, Programming, Finance",Sports,Entertainment,Software Engineer
682,31,Male,High School,Writing,Sports,Entertainment,Doctor
683,36,Female,PhD,"Healthcare, Design, Programming",Sports,Arts,Graphic Designer
684,28,Other,Master's,Design,Entertainment,IT,Doctor
685,44,Female,PhD,"Marketing, Finance, Design",Healthcare,Finance,Sports Coach
686,42,Female,High School,"Design, Writing",Healthcare,Entertainment,Sports Coach
687,29,Male,PhD,"Writing, Programming, Finance","Sports, Entertainment",Healthcare,Mechanical Engineer
688,26,Other,High School,Writing,"Education, Healthcare",Arts,Financial Analyst
689,41,Female,Master's,"Healthcare, Engineering",Sports,Entertainment,Artist
690,56,Female,Master's,"Programming, Writing, Finance",Sports,Healthcare,Data Scientist
691,36,Male,Bachelor's,"Design, Healthcare",Technology,Education,Financial Analyst
692,47,Female,PhD,"Finance, Engineering","Education, Arts",Education,Sports Coach
693,19,Other,High School,"Finance, Healthcare, Design",Healthcare,Arts,Doctor
694,35,Male,High School,Engineering,Sports,Entertainment,Marketing Manager
695,36,Male,High School,"Engineering, Programming","Education, Sports",Engineering,Financial Analyst
696,22,Other,Master's,Marketing,Healthcare,Arts,Teacher
697,32,Male,PhD,"Programming, Marketing, Design",Education,Healthcare,Sports Coach
698,28,Male,Master's,Programming,"Arts, Sports",Entertainment,Artist
699,21,Male,Master's,"Marketing, Healthcare, Finance",Arts,Education,Software Engineer
700,56,Male,PhD,Healthcare,Arts,Finance,Mechanical Engineer
701,42,Female,PhD,"Programming, Finance","Sports, Education",Finance,Mechanical Engineer
702,40,Other,High School,"Design, Engineering",Engineering,IT,Data Scientist
703,22,Female,Bachelor's,"Finance, Programming","Technology, Arts",Education,Mechanical Engineer
704,19,Female,High School,"Finance, Healthcare, Programming",Entertainment,Finance,Artist
705,34,Other,Bachelor's,Engineering,Entertainment,Engineering,Teacher
706,47,Female,PhD,"Finance, Writing, Engineering","Technology, Arts",Engineering,Financial Analyst
707,20,Other,High School,Engineering,Sports,Healthcare,Software Engineer
708,48,Other,Bachelor's,Finance,Education,Engineering,Artist
709,34,Other,Bachelor's,Engineering,"Entertainment, Healthcare",Healthcare,Financial Analyst
710,36,Male,High School,"Healthcare, Design",Healthcare,Finance,Software Engineer
711,60,Female,Master's,"Programming, Design",Sports,IT,Data Scientist
712,54,Male,Master's,Marketing,Engineering,Healthcare,Teacher
713,57,Male,Bachelor's,Finance,Entertainment,Arts,Doctor
714,22,Female,Master's,Design,"Education, Technology",Healthcare,Artist
715,45,Other,Bachelor's,"Design, Finance","Healthcare, Technology",Education,Sports Coach
716,44,Female,PhD,Finance,"Arts, Entertainment",Finance,Financial Analyst
717,40,Other,Master's,"Design, Finance, Healthcare",Education,Engineering,Marketing Manager
718,22,Other,Bachelor's,"Programming, Healthcare","Healthcare, Technology",Engineering,Data Scientist
719,28,Other,High School,"Design, Writing, Programming","Education, Sports",Engineering,Mechanical Engineer
720,42,Other,Master's,"Finance, Engineering, Design",Technology,IT,Software Engineer
721,29,Male,High School,"Design, Marketing","Entertainment, Technology",Entertainment,Data Scientist
722,19,Other,Bachelor's,Programming,"Engineering, Arts",Engineering,Data Scientist
723,25,Female,Master's,Engineering,"Healthcare, Engineering",Arts,Teacher
724,56,Other,Master's,Finance,Education,Arts,Teacher
725,35,Other,High School,Marketing,Healthcare,Entertainment,Mechanical Engineer
726,48,Female,High School,"Design, Finance, Programming","Healthcare, Arts",Entertainment,Marketing Manager
727,48,Other,High School,Marketing,"Arts, Technology",Entertainment,Data Scientist
728,33,Female,PhD,"Healthcare, Marketing","Arts, Engineering",Entertainment,Teacher
729,44,Male,PhD,"Writing, Programming, Marketing",Education,Finance,Sports Coach
730,29,Male,Master's,Finance,"Engineering, Education",Entertainment,Data Scientist
731,29,Male,PhD,"Healthcare, Writing","Sports, Engineering",Entertainment,Sports Coach
732,53,Other,Bachelor's,"Marketing, Writing","Sports, Healthcare",Entertainment,Artist
733,46,Male,High School,"Design, Writing, Healthcare",Engineering,Healthcare,Software Engineer
734,33,Other,High School,"Programming, Marketing",Education,Education,Doctor
735,42,Female,Bachelor's,"Marketing, Programming","Healthcare, Sports",Education,Mechanical Engineer
736,18,Other,Bachelor's,"Healthcare, Design, Finance","Sports, Entertainment",Finance,Financial Analyst
737,25,Female,Bachelor's,Finance,Engineering,Finance,Software Engineer
738,33,Male,High School,Engineering,Sports,Healthcare,Doctor
739,53,Male,High School,Healthcare,"Entertainment, Engineering",Entertainment,Teacher
740,39,Female,PhD,Finance,"Technology, Education",Education,Software Engineer
741,30,Other,High School,"Healthcare, Engineering, Marketing",Engineering,Entertainment,Artist
742,35,Male,Bachelor's,"Healthcare, Finance, Design",Healthcare,Education,Software Engineer
743,54,Male,PhD,"Design, Healthcare, Marketing",Engineering,Engineering,Software Engineer
744,45,Female,PhD,"Healthcare, Programming, Finance","Healthcare, Entertainment",Healthcare,Artist
745,58,Male,High School,Marketing,"Education, Technology",Finance,Sports Coach
746,26,Male,High School,"Programming, Engineering, Writing","Healthcare, Sports",IT,Marketing Manager
747,36,Male,PhD,"Finance, Programming",Arts,IT,Graphic Designer
748,44,Male,PhD,"Marketing, Engineering, Design",Education,Engineering,Financial Analyst
749,45,Female,High School,"Engineering, Programming, Healthcare",Engineering,IT,Teacher
750,57,Other,PhD,Design,Entertainment,Education,Data Scientist
751,51,Other,High School,"Healthcare, Marketing",Sports,Education,Graphic Designer
752,46,Female,PhD,"Programming, Finance, Writing",Healthcare,Entertainment,Sports Coach
753,32,Male,Master's,"Design, Healthcare, Marketing","Entertainment, Healthcare",Engineering,Teacher
754,36,Other,Bachelor's,Finance,"Technology, Entertainment",Healthcare,Doctor
755,38,Female,PhD,Healthcare,Technology,Arts,Artist
756,50,Male,PhD,"Programming, Finance, Healthcare",Arts,IT,Software Engineer
757,52,Other,Bachelor's,"Writing, Programming",Arts,Finance,Financial Analyst
758,59,Female,Bachelor's,Healthcare,Technology,Entertainment,Marketing Manager
759,44,Male,Master's,Programming,Healthcare,Finance,Sports Coach
760,31,Female,PhD,"Design, Finance","Technology, Sports",Arts,Data Scientist
761,36,Male,Bachelor's,"Finance, Programming, Design",Engineering,IT,Doctor
762,33,Female,Bachelor's,"Programming, Writing",Sports,Finance,Software Engineer
763,40,Other,High School,"Design, Finance","Arts, Healthcare",Finance,Marketing Manager
764,38,Female,Bachelor's,Programming,"Education, Arts",Entertainment,Mechanical Engineer
765,45,Other,Master's,"Engineering, Design, Healthcare",Arts,Finance,Graphic Designer
766,25,Male,Master's,Design,"Technology, Engineering",IT,Doctor
767,60,Other,Master's,"Healthcare, Writing",Technology,Entertainment,Sports Coach
768,57,Male,PhD,"Engineering, Marketing",Education,Entertainment,Graphic Designer
769,20,Female,Master's,"Design, Marketing",Healthcare,Finance,Marketing Manager
770,39,Other,Master's,Healthcare,Education,Engineering,Mechanical Engineer
771,56,Female,Bachelor's,"Writing, Finance, Marketing",Technology,Education,Teacher
772,56,Male,Bachelor's,"Engineering, Programming",Engineering,Finance,Graphic Designer
773,56,Female,Bachelor's,Marketing,Engineering,Healthcare,Data Scientist
774,23,Other,Bachelor's,"Writing, Design, Programming",Education,Healthcare,Marketing Manager
775,59,Other,High School,"Writing, Marketing",Engineering,Entertainment,Teacher
776,37,Female,PhD,"Writing, Engineering","Engineering, Technology",Engineering,Financial Analyst
777,34,Female,PhD,"Design, Marketing","Entertainment, Engineering",Entertainment,Mechanical Engineer
778,32,Female,Master's,Programming,"Education, Sports",Finance,Sports Coach
779,57,Other,High School,"Finance, Engineering","Arts, Engineering",Healthcare,Software Engineer
780,29,Female,Bachelor's,"Programming, Marketing","Healthcare, Arts",Finance,Software Engineer
781,60,Female,High School,"Healthcare, Engineering, Finance",Entertainment,Arts,Sports Coach
782,29,Male,High School,Engineering,Engineering,Education,Graphic Designer
783,32,Other,PhD,"Engineering, Writing, Marketing",Engineering,Engineering,Software Engineer
784,37,Other,Bachelor's,Healthcare,Entertainment,Healthcare,Artist
785,46,Female,High School,"Healthcare, Programming, Writing","Entertainment, Education",IT,Sports Coach
786,60,Male,Master's,"Writing, Design, Healthcare",Engineering,Education,Sports Coach
787,39,Other,Master's,Programming,"Education, Sports",Education,Marketing Manager
788,23,Other,High School,"Programming, Design, Writing",Engineering,Engineering,Artist
789,33,Female,Master's,Finance,"Entertainment, Arts",Arts,Doctor
790,24,Female,High School,"Healthcare, Design, Engineering","Entertainment, Arts",IT,Graphic Designer
791,36,Male,Master's,Engineering,"Education, Sports",Arts,Graphic Designer
792,22,Other,High School,"Healthcare, Finance, Programming","Healthcare, Sports",Arts,Data Scientist
793,43,Female,PhD,"Healthcare, Finance, Design","Sports, Healthcare",Finance,Graphic Designer
794,24,Male,Bachelor's,"Marketing, Design","Arts, Engineering",Arts,Sports Coach
795,49,Other,Bachelor's,"Design, Healthcare, Programming","Engineering, Healthcare",Arts,Mechanical Engineer
796,49,Male,Bachelor's,Programming,Engineering,Engineering,Artist
797,59,Female,Bachelor's,"Programming, Engineering, Writing",Entertainment,Entertainment,Mechanical Engineer
798,51,Other,Bachelor's,Design,Entertainment,Entertainment,Marketing Manager
799,44,Other,PhD,Finance,"Entertainment, Technology",Education,Sports Coach
800,54,Female,Master's,"Design, Marketing","Engineering, Technology",IT,Graphic Designer
801,28,Other,High School,"Writing, Engineering, Healthcare","Healthcare, Arts",Healthcare,Doctor
802,20,Male,High School,"Programming, Engineering",Engineering,Healthcare,Doctor
803,49,Male,Master's,"Writing, Finance","Entertainment, Engineering",Engineering,Doctor
804,25,Other,Master's,Engineering,"Education, Entertainment",IT,Doctor
805,38,Male,Master's,"Programming, Healthcare","Sports, Engineering",Arts,Graphic Designer
806,44,Other,Bachelor's,"Finance, Programming, Writing","Engineering, Healthcare",Finance,Artist
807,31,Other,High School,"Healthcare, Finance, Writing","Sports, Entertainment",IT,Software Engineer
808,46,Male,PhD,"Design, Engineering, Finance","Healthcare, Engineering",Entertainment,Teacher
809,39,Other,Master's,"Engineering, Finance, Writing",Engineering,Arts,Teacher
810,57,Female,High School,"Healthcare, Writing",Entertainment,Entertainment,Marketing Manager
811,42,Male,High School,Marketing,Arts,Engineering,Teacher
812,47,Male,PhD,"Engineering, Programming, Healthcare","Arts, Healthcare",Healthcare,Marketing Manager
813,38,Female,PhD,"Marketing, Finance","Arts, Engineering",Healthcare,Software Engineer
814,47,Female,PhD,"Marketing, Writing, Healthcare",Healthcare,Entertainment,Financial Analyst
815,49,Female,High School,"Finance, Engineering","Engineering, Education",IT,Data Scientist
816,31,Female,PhD,"Finance, Writing","Healthcare, Engineering",Arts,Marketing Manager
817,46,Male,PhD,"Programming, Marketing","Entertainment, Healthcare",Healthcare,Software Engineer
818,43,Male,High School,Finance,"Sports, Healthcare",Arts,Doctor
819,60,Other,Master's,"Finance, Programming, Healthcare",Healthcare,Education,Software Engineer
820,45,Other,PhD,"Design, Engineering","Healthcare, Arts",IT,Financial Analyst
821,46,Male,High School,"Programming, Healthcare","Engineering, Entertainment",Healthcare,Graphic Designer
822,30,Male,Bachelor's,"Writing, Healthcare",Education,Education,Doctor
823,56,Female,PhD,"Engineering, Design, Programming",Healthcare,Entertainment,Data Scientist
824,56,Female,High School,"Design, Writing",Entertainment,Engineering,Data Scientist
825,39,Female,PhD,"Marketing, Programming","Healthcare, Technology",Arts,Doctor
826,34,Other,PhD,"Finance, Marketing, Engineering",Engineering,Arts,Financial Analyst
827,27,Male,Master's,"Marketing, Writing","Technology, Healthcare",Arts,Marketing Manager
828,44,Male,High School,Design,"Entertainment, Education",Healthcare,Mechanical Engineer
829,23,Male,Bachelor's,"Healthcare, Design, Programming",Education,Entertainment,Sports Coach
830,29,Female,Bachelor's,"Finance, Marketing, Engineering","Sports, Engineering",Entertainment,Software Engineer
831,24,Other,Master's,Writing,Healthcare,Education,Teacher
832,60,Other,Bachelor's,Engineering,"Sports, Engineering",IT,Mechanical Engineer
833,36,Other,Master's,"Healthcare, Writing, Design",Technology,Finance,Doctor
834,40,Other,High School,"Design, Engineering, Finance","Arts, Healthcare",Engineering,Graphic Designer
835,29,Female,Master's,Engineering,"Entertainment, Healthcare",Engineering,Financial Analyst
836,36,Male,High School,Design,Education,Education,Mechanical Engineer
837,53,Male,PhD,"Finance, Writing","Engineering, Entertainment",Finance,Mechanical Engineer
838,60,Female,PhD,Finance,Education,IT,Marketing Manager
839,32,Male,Bachelor's,"Engineering, Programming","Arts, Education",Arts,Mechanical Engineer
840,57,Other,High School,"Engineering, Finance, Programming",Arts,Finance,Doctor
841,59,Male,PhD,"Healthcare, Finance, Engineering","Sports, Education",Healthcare,Mechanical Engineer
842,20,Male,High School,"Writing, Design","Technology, Sports",Entertainment,Data Scientist
843,28,Other,High School,"Programming, Design",Engineering,Entertainment,Financial Analyst
844,45,Female,PhD,Design,"Education, Healthcare",Healthcare,Doctor
845,24,Male,Bachelor's,Writing,Sports,Engineering,Software Engineer
846,44,Female,Bachelor's,Programming,"Sports, Entertainment",Entertainment,Doctor
847,51,Male,High School,"Finance, Engineering, Writing",Technology,Arts,Marketing Manager
848,34,Male,Bachelor's,Design,Technology,IT,Mechanical Engineer
849,31,Male,Bachelor's,Marketing,"Technology, Education",Engineering,Teacher
850,47,Female,High School,"Programming, Writing",Engineering,Healthcare,Doctor
851,33,Other,High School,Healthcare,"Education, Healthcare",Finance,Graphic Designer
852,49,Female,Bachelor's,"Programming, Design, Marketing","Technology, Arts",Healthcare,Data Scientist
853,24,Male,High School,"Programming, Finance","Healthcare, Arts",Arts,Software Engineer
854,51,Female,High School,"Engineering, Marketing, Finance",Education,Entertainment,Teacher
855,21,Male,Bachelor's,"Marketing, Design, Engineering",Sports,Finance,Graphic Designer
856,43,Male,PhD,"Writing, Healthcare","Arts, Entertainment",Finance,Graphic Designer
857,53,Female,High School,Design,"Education, Sports",Entertainment,Graphic Designer
858,20,Female,Bachelor's,"Design, Marketing","Healthcare, Entertainment",Arts,Data Scientist
859,59,Female,PhD,"Healthcare, Design",Sports,Arts,Sports Coach
860,32,Female,PhD,"Writing, Design","Arts, Entertainment",Engineering,Graphic Designer
861,48,Other,Bachelor's,"Design, Marketing, Healthcare","Sports, Arts",Finance,Doctor
862,34,Male,High School,"Finance, Marketing",Arts,Healthcare,Doctor
863,35,Male,High School,"Healthcare, Programming, Finance","Healthcare, Technology",Engineering,Sports Coach
864,46,Female,PhD,"Writing, Marketing","Entertainment, Education",IT,Marketing Manager
865,23,Male,High School,"Programming, Marketing, Design",Education,Healthcare,Mechanical Engineer
866,36,Other,High School,Marketing,Technology,Engineering,Financial Analyst
867,57,Female,Master's,"Marketing, Design","Education, Sports",Entertainment,Sports Coach
868,27,Male,Master's,"Design, Marketing, Healthcare",Healthcare,Education,Mechanical Engineer
869,47,Male,Bachelor's,"Writing, Healthcare, Marketing",Entertainment,Finance,Teacher
870,44,Female,PhD,"Programming, Writing","Education, Sports",Education,Graphic Designer
871,26,Female,High School,"Finance, Engineering","Technology, Engineering",IT,Teacher
872,32,Female,High School,Healthcare,"Technology, Sports",Engineering,Software Engineer
873,39,Other,Master's,"Finance, Programming, Healthcare","Healthcare, Technology",IT,Mechanical Engineer
874,21,Female,Master's,"Finance, Design, Marketing","Healthcare, Entertainment",Engineering,Doctor
875,34,Female,PhD,Programming,Sports,IT,Data Scientist
876,49,Female,High School,Finance,Technology,Finance,Artist
877,58,Other,Master's,"Programming, Healthcare, Writing","Sports, Arts",IT,Financial Analyst
878,40,Male,PhD,"Marketing, Finance",Technology,Engineering,Data Scientist
879,60,Male,Master's,"Finance, Healthcare",Sports,Entertainment,Sports Coach
880,54,Male,PhD,"Healthcare, Programming, Marketing","Technology, Arts",Arts,Mechanical Engineer
881,46,Other,Master's,Writing,"Engineering, Technology",Education,Teacher
882,48,Male,PhD,"Finance, Programming","Arts, Healthcare",Healthcare,Marketing Manager
883,28,Female,High School,"Programming, Writing, Healthcare","Engineering, Education",IT,Teacher
884,55,Male,PhD,Design,Education,IT,Doctor
885,50,Male,PhD,"Marketing, Programming",Healthcare,Education,Mechanical Engineer
886,30,Female,Master's,"Programming, Finance",Arts,Arts,Sports Coach
887,30,Other,PhD,"Writing, Finance, Design","Technology, Healthcare",Finance,Software Engineer
888,49,Other,High School,"Engineering, Programming","Engineering, Entertainment",Arts,Artist
889,33,Male,Bachelor's,"Finance, Healthcare, Writing",Education,Arts,Artist
890,46,Female,Bachelor's,"Writing, Healthcare","Entertainment, Technology",Entertainment,Teacher
891,46,Male,PhD,"Marketing, Engineering",Technology,Engineering,Doctor
892,40,Other,PhD,"Marketing, Finance",Entertainment,Engineering,Sports Coach
893,50,Male,High School,Marketing,Arts,Entertainment,Sports Coach
894,21,Male,High School,"Finance, Marketing, Writing","Engineering, Technology",Finance,Artist
895,29,Other,Bachelor's,"Finance, Design",Education,Education,Software Engineer
896,38,Male,Master's,Marketing,Engineering,Finance,Financial Analyst
897,36,Other,Master's,Healthcare,"Technology, Healthcare",Healthcare,Doctor
898,30,Other,Bachelor's,"Finance, Engineering",Healthcare,Arts,Graphic Designer
899,58,Other,Bachelor's,"Programming, Finance","Sports, Arts",IT,Graphic Designer
900,24,Other,Bachelor's,Finance,Technology,Arts,Teacher
901,34,Other,High School,"Writing, Marketing","Healthcare, Education",Healthcare,Data Scientist
902,21,Female,Bachelor's,"Design, Finance, Marketing",Education,Arts,Marketing Manager
903,49,Female,PhD,"Writing, Engineering, Finance","Arts, Healthcare",Education,Teacher
904,45,Male,Master's,Writing,"Entertainment, Healthcare",Education,Mechanical Engineer
905,54,Male,High School,"Writing, Marketing",Technology,Entertainment,Software Engineer
906,60,Female,Bachelor's,Programming,Entertainment,Entertainment,Software Engineer
907,41,Male,PhD,Healthcare,"Healthcare, Engineering",Arts,Sports Coach
908,27,Other,Bachelor's,"Healthcare, Engineering, Marketing","Arts, Technology",Entertainment,Graphic Designer
909,58,Male,Bachelor's,"Marketing, Healthcare","Engineering, Entertainment",IT,Mechanical Engineer
910,18,Male,High School,"Design, Engineering, Programming",Technology,Education,Mechanical Engineer
911,33,Other,PhD,"Marketing, Finance","Education, Healthcare",Education,Sports Coach
912,47,Other,High School,Engineering,"Technology, Entertainment",Finance,Artist
913,52,Male,Bachelor's,"Engineering, Finance",Healthcare,Finance,Artist
914,20,Other,High School,"Healthcare, Writing","Healthcare, Entertainment",Entertainment,Graphic Designer
915,48,Female,Bachelor's,"Healthcare, Writing, Engineering","Arts, Engineering",Finance,Mechanical Engineer
916,52,Other,High School,"Healthcare, Finance","Engineering, Technology",Healthcare,Financial Analyst
917,50,Other,PhD,Design,Engineering,Entertainment,Sports Coach
918,34,Female,PhD,"Programming, Writing",Healthcare,IT,Artist
919,27,Other,Bachelor's,Design,"Entertainment, Sports",Entertainment,Graphic Designer
920,40,Female,PhD,"Finance, Design, Marketing","Arts, Technology",IT,Mechanical Engineer
921,26,Other,Master's,Finance,Entertainment,Entertainment,Mechanical Engineer
922,24,Other,High School,"Finance, Marketing, Writing",Sports,Entertainment,Data Scientist
923,43,Male,Bachelor's,"Finance, Design","Education, Technology",Healthcare,Financial Analyst
924,52,Other,High School,Marketing,Technology,Engineering,Data Scientist
925,42,Other,Bachelor's,Healthcare,"Healthcare, Arts",Education,Graphic Designer
926,54,Female,High School,"Programming, Marketing, Writing","Arts, Technology",Engineering,Data Scientist
927,44,Female,High School,Finance,"Education, Engineering",Engineering,Teacher
928,36,Male,Master's,"Writing, Finance, Healthcare",Entertainment,Arts,Financial Analyst
929,48,Other,PhD,"Engineering, Programming",Education,Finance,Doctor
930,38,Male,High School,Marketing,"Engineering, Education",Healthcare,Graphic Designer
931,58,Other,PhD,Design,Healthcare,Entertainment,Teacher
932,60,Male,PhD,"Marketing, Finance",Sports,IT,Graphic Designer
933,52,Female,Master's,"Programming, Writing","Arts, Education",Entertainment,Sports Coach
934,34,Other,Bachelor's,"Marketing, Programming, Design","Education, Sports",IT,Marketing Manager
935,27,Other,High School,"Engineering, Healthcare",Technology,Entertainment,Teacher
936,56,Other,Master's,"Writing, Design, Finance","Education, Sports",Entertainment,Data Scientist
937,47,Male,Master's,"Finance, Programming, Marketing","Technology, Entertainment",Entertainment,Teacher
938,43,Other,Master's,"Healthcare, Design, Programming","Sports, Healthcare",Arts,Mechanical Engineer
939,39,Male,PhD,"Programming, Marketing, Writing","Engineering, Education",Healthcare,Artist
940,49,Female,PhD,"Engineering, Programming, Marketing","Entertainment, Engineering",IT,Marketing Manager
941,60,Female,Bachelor's,Finance,"Arts, Entertainment",Arts,Financial Analyst
942,59,Male,PhD,"Design, Engineering, Marketing",Education,IT,Graphic Designer
943,34,Male,High School,Marketing,"Engineering, Education",Education,Graphic Designer
944,42,Male,PhD,Healthcare,"Education, Engineering",Engineering,Sports Coach
945,42,Female,PhD,"Design, Finance, Engineering",Engineering,Entertainment,Graphic Designer
946,41,Other,Master's,"Engineering, Finance",Technology,IT,Mechanical Engineer
947,52,Male,Bachelor's,Healthcare,Education,Arts,Teacher
948,19,Other,High School,"Design, Marketing, Writing",Education,Education,Financial Analyst
949,56,Female,Master's,"Healthcare, Writing","Technology, Entertainment",Engineering,Marketing Manager
