UserID,Age,Gender,Education,Preferred Industry,career_label,Writing,Finance,Programming,Engineering,Healthcare,Design,Marketing,Technology,Entertainment,Sports,Arts
1740,23,2,0,6,Marketing Manager,0,0,0,0,1,1,1,0,0,0,1
1741,32,2,1,3,Financial Analyst,0,0,0,0,0,1,0,0,0,0,0
1742,35,2,0,6,Marketing Manager,0,1,0,1,0,0,0,0,0,0,1
1743,32,0,0,5,Artist,1,1,0,0,0,1,0,0,1,0,0
1744,18,1,0,4,Graphic Designer,1,0,0,1,0,0,0,0,0,1,0
1745,23,1,0,2,Data Scientist,0,1,0,1,0,1,0,0,1,0,0
1746,35,1,1,6,Doctor,1,0,0,0,1,0,1,0,0,0,0
1747,40,2,0,2,Software Engineer,1,0,0,0,1,0,0,1,0,0,0
1748,21,0,0,0,Sports Coach,0,0,1,0,1,0,0,0,0,0,1
1749,38,2,1,2,Artist,1,0,0,0,0,1,0,0,0,0,0
1750,54,2,0,4,Financial Analyst,0,0,0,1,0,1,0,0,0,0,1
1751,45,2,0,4,Financial Analyst,0,1,0,0,0,1,0,1,0,1,0
1752,35,1,1,5,Teacher,0,0,0,0,1,1,0,0,0,0,0
1753,47,2,0,6,Artist,1,0,0,0,0,0,0,0,0,0,1
1754,22,1,0,3,Doctor,0,1,0,0,1,0,0,1,0,0,0
1755,21,2,0,2,Financial Analyst,1,1,0,0,0,0,1,0,1,0,0
1756,55,2,0,4,Sports Coach,0,0,0,0,0,1,1,0,0,1,0
1757,31,2,0,0,Teacher,1,0,0,1,0,0,0,0,1,0,0
1758,60,0,0,0,Graphic Designer,1,0,0,0,0,0,0,1,0,0,0
1759,37,1,1,6,Data Scientist,0,0,1,0,0,1,0,0,0,0,0
1760,39,1,0,2,Artist,0,1,0,0,0,0,0,0,1,0,1
1761,31,2,0,2,Sports Coach,0,0,0,0,0,0,1,1,0,1,0
1762,53,2,0,6,Doctor,0,1,0,0,1,0,0,0,1,0,0
1763,35,1,0,1,Teacher,1,0,0,0,1,1,0,0,1,0,0
1764,41,0,0,1,Mechanical Engineer,0,0,1,0,0,1,1,0,0,0,1
1765,47,2,0,2,Financial Analyst,0,0,1,0,0,1,0,0,0,1,0
1766,56,1,0,3,Doctor,0,0,1,1,0,0,0,0,0,0,0
1767,30,1,0,0,Graphic Designer,1,0,1,0,0,0,0,0,0,0,1
1768,27,1,0,4,Marketing Manager,0,0,0,0,0,1,1,1,0,0,0
1769,49,2,0,5,Doctor,1,1,1,0,1,0,0,0,0,1,0
1770,40,1,0,0,Software Engineer,0,0,0,1,0,1,0,0,0,0,0
1771,40,2,0,4,Software Engineer,0,1,1,0,1,1,0,0,0,0,0
1772,37,2,1,5,Graphic Designer,0,1,1,0,0,1,0,1,0,0,0
1773,57,1,0,5,Doctor,1,0,0,1,0,0,0,0,0,0,1
1774,30,2,0,5,Sports Coach,1,0,0,0,1,1,0,0,0,0,0
1775,30,0,1,5,Software Engineer,0,0,0,0,1,1,0,0,0,0,0
1776,40,0,0,2,Teacher,1,0,0,0,0,0,0,0,1,0,0
1777,50,0,0,1,Sports Coach,1,0,0,0,1,0,0,0,0,1,0
1778,25,2,0,6,Graphic Designer,1,1,0,0,0,0,1,0,0,1,0
1779,37,1,0,6,Financial Analyst,0,0,0,0,0,1,0,0,1,0,1
1780,31,1,0,3,Software Engineer,0,0,1,1,0,0,0,0,1,0,0
1781,24,2,0,6,Sports Coach,0,0,0,0,0,0,1,1,0,0,0
1782,55,2,0,1,Artist,1,0,1,0,1,0,0,0,0,0,0
1783,58,1,0,2,Marketing Manager,0,0,0,1,0,0,0,0,0,0,0
1784,49,2,1,4,Software Engineer,0,0,0,0,0,0,0,0,1,0,0
1785,56,0,0,1,Artist,0,0,0,0,0,1,1,0,1,1,0
1786,30,1,1,3,Doctor,0,0,0,0,0,0,0,0,0,0,0
1787,59,2,0,0,Sports Coach,1,0,0,1,0,0,0,0,0,0,0
1788,49,1,0,1,Software Engineer,0,0,1,0,0,0,0,1,0,0,0
1789,31,2,0,3,Marketing Manager,0,0,0,0,0,0,0,1,0,1,0
1790,56,1,1,5,Doctor,0,0,1,0,0,0,0,0,0,0,0
1791,58,2,0,2,Marketing Manager,0,0,1,0,0,1,1,0,1,1,0
1792,18,1,0,0,Sports Coach,1,0,0,0,0,0,0,0,0,1,0
1793,57,2,1,1,Graphic Designer,0,0,0,0,0,0,0,1,0,0,0
1794,27,1,0,4,Artist,0,1,1,0,0,0,1,0,0,1,1
1795,39,2,0,3,Teacher,0,1,0,1,0,0,0,0,0,0,0
1796,50,2,1,5,Artist,0,1,0,0,0,0,0,0,1,0,0
1797,23,1,0,6,Graphic Designer,0,1,0,1,0,0,0,0,0,1,0
1798,47,2,0,1,Data Scientist,1,0,0,0,0,0,0,0,1,0,0
1799,27,2,0,6,Graphic Designer,0,1,0,0,0,0,0,0,1,0,0
1800,45,2,0,4,Doctor,1,0,0,0,1,0,0,0,0,0,0
1801,42,1,0,4,Teacher,0,0,1,1,0,0,0,0,1,0,0
1802,47,1,0,4,Graphic Designer,0,1,0,1,0,1,0,1,0,0,0
1803,60,1,0,0,Sports Coach,0,1,0,0,1,1,0,0,0,0,0
1804,46,1,0,5,Financial Analyst,1,0,0,0,0,0,0,0,1,0,0
1805,34,0,0,5,Marketing Manager,1,0,0,1,0,1,0,0,1,0,0
1806,47,2,0,6,Graphic Designer,0,0,0,0,0,1,1,1,1,0,0
1807,33,1,0,2,Sports Coach,0,0,0,1,0,1,1,0,0,0,0
1808,54,0,0,3,Marketing Manager,0,1,1,0,0,0,0,0,1,0,1
1809,36,2,0,1,Financial Analyst,0,0,1,0,0,0,1,1,0,0,1
1810,42,1,0,2,Graphic Designer,0,0,0,0,0,0,1,0,0,0,1
1811,44,2,0,3,Teacher,1,0,1,1,1,0,0,0,0,0,0
1812,41,1,0,1,Artist,0,0,1,0,0,0,0,1,0,0,0
1813,50,1,0,2,Doctor,0,0,0,0,0,0,1,0,0,1,0
1814,23,2,0,4,Software Engineer,1,0,0,0,0,0,0,1,0,0,0
1815,51,2,0,0,Marketing Manager,0,0,0,1,0,0,1,1,0,0,0
1816,52,2,0,3,Artist,1,1,0,0,0,0,0,0,1,0,0
1817,27,0,0,1,Data Scientist,0,0,1,0,0,0,0,0,1,0,0
1818,41,2,0,0,Data Scientist,0,0,1,0,1,0,0,1,0,0,0
1819,25,2,1,1,Data Scientist,0,0,0,0,0,0,0,0,0,0,0
1820,45,0,0,4,Graphic Designer,0,0,1,0,0,0,0,0,1,0,0
1821,38,1,0,0,Graphic Designer,1,0,0,0,0,0,1,0,0,0,1
1822,51,2,0,5,Marketing Manager,0,1,0,0,1,0,0,1,0,0,0
1823,18,2,0,5,Sports Coach,0,0,1,1,0,0,1,1,0,0,0
1824,29,2,0,2,Sports Coach,0,1,0,0,0,0,0,0,0,1,0
1825,29,1,0,0,Financial Analyst,0,0,0,1,0,0,0,0,0,0,0
1826,27,2,0,2,Software Engineer,0,0,1,0,0,0,0,0,0,0,1
1827,46,0,1,3,Artist,0,0,0,1,0,0,0,0,0,0,0
1828,57,0,0,5,Graphic Designer,0,0,0,0,0,0,0,0,1,0,0
1829,33,1,0,5,Marketing Manager,0,0,0,0,1,0,0,0,0,1,0
1830,51,0,0,1,Marketing Manager,0,0,0,0,0,1,0,0,0,0,1
1831,54,1,0,3,Teacher,1,0,0,0,1,0,1,0,0,0,0
1832,43,0,0,0,Mechanical Engineer,0,0,0,0,0,0,0,0,0,0,1
1833,60,1,0,4,Doctor,1,0,1,0,0,0,0,0,0,0,1
1834,28,1,0,4,Software Engineer,0,0,0,1,0,1,0,0,0,0,1
1835,41,0,0,3,Software Engineer,0,0,0,1,0,0,0,0,1,0,0
1836,20,1,0,3,Software Engineer,1,1,0,0,0,0,0,1,0,0,0
1837,34,0,0,3,Sports Coach,0,0,0,1,0,1,0,0,1,0,0
1838,49,2,0,6,Sports Coach,0,0,0,1,0,1,0,0,0,0,0
1839,55,2,0,4,Doctor,0,0,0,0,1,0,0,0,1,0,0
1840,52,2,0,5,Marketing Manager,0,1,0,0,0,0,0,0,0,1,0
1841,18,2,0,0,Marketing Manager,0,1,0,1,0,0,0,0,0,1,0
1842,53,2,0,0,Sports Coach,1,0,0,0,1,0,0,0,1,0,0
1843,60,2,0,1,Software Engineer,0,0,1,0,0,0,0,1,0,1,0
1844,26,2,1,0,Software Engineer,0,0,0,0,0,0,1,0,1,0,0
1845,38,2,0,3,Data Scientist,0,1,0,0,0,0,0,0,1,0,0
1846,35,0,0,2,Software Engineer,0,0,0,0,0,0,0,0,0,0,1
1847,41,1,1,0,Mechanical Engineer,1,1,0,1,0,0,0,0,0,0,0
1848,56,2,1,0,Artist,0,1,1,0,0,0,0,0,0,0,0
1849,33,1,1,6,Artist,0,0,1,0,0,1,0,0,0,0,0
1850,53,2,1,5,Graphic Designer,1,0,0,0,0,0,0,0,0,1,0
1851,42,0,0,6,Data Scientist,0,1,0,0,0,0,0,0,0,1,0
1852,48,2,0,4,Data Scientist,0,1,0,0,0,0,0,0,0,0,1
1853,23,1,0,1,Marketing Manager,1,1,0,0,1,0,1,0,0,0,1
1854,56,0,0,5,Graphic Designer,1,0,0,0,1,0,1,0,0,0,0
1855,55,1,1,0,Artist,0,1,0,0,0,0,0,0,1,0,0
1856,35,2,0,5,Financial Analyst,1,0,0,0,0,0,0,1,0,0,0
1857,59,0,0,2,Graphic Designer,0,0,1,0,0,1,0,1,0,0,0
1858,23,0,0,4,Software Engineer,1,1,1,0,0,0,0,0,1,0,0
1859,53,0,0,4,Mechanical Engineer,1,0,0,0,0,0,1,0,1,0,0
1860,26,0,0,0,Doctor,0,0,0,0,0,1,0,0,1,0,0
1861,32,2,0,0,Data Scientist,1,0,1,0,0,0,0,0,0,1,0
1862,47,0,0,0,Financial Analyst,0,1,0,0,0,0,0,1,0,0,0
1863,26,0,1,6,Graphic Designer,0,0,0,0,0,0,0,0,0,0,0
1864,35,1,0,3,Teacher,1,0,0,0,0,0,1,1,1,0,0
1865,46,0,0,1,Doctor,0,0,1,0,1,0,0,0,0,1,0
1866,28,1,0,4,Marketing Manager,0,0,1,1,0,0,0,0,0,0,0
1867,40,2,0,5,Mechanical Engineer,0,1,0,0,0,0,1,0,0,1,0
1868,54,1,0,1,Sports Coach,0,1,1,0,1,0,0,0,0,0,0
1869,38,1,0,4,Financial Analyst,1,1,0,0,1,0,1,0,0,0,0
1870,44,1,0,1,Mechanical Engineer,0,1,0,0,0,0,0,0,0,0,1
1871,53,2,0,0,Financial Analyst,0,0,1,0,0,1,0,1,0,0,0
1872,39,2,0,2,Financial Analyst,0,1,1,1,0,0,0,0,1,0,0
1873,24,0,1,3,Financial Analyst,0,0,0,0,0,1,0,0,0,0,0
1874,49,1,0,1,Software Engineer,1,0,0,0,0,0,0,0,1,0,0
1875,52,1,0,4,Teacher,0,1,1,0,0,0,0,0,1,0,0
1876,31,0,0,0,Doctor,1,1,0,0,0,0,0,1,0,0,0
1877,34,2,1,3,Doctor,0,0,0,0,0,1,0,1,0,0,0
1878,38,2,0,3,Artist,0,0,0,0,0,0,1,1,0,1,0
1879,22,2,0,3,Doctor,0,0,0,0,0,0,0,0,1,0,0
1880,26,0,0,4,Graphic Designer,0,1,0,0,0,0,1,1,0,0,0
1881,39,0,0,3,Software Engineer,0,0,0,0,0,1,1,0,1,0,1
1882,27,2,0,1,Mechanical Engineer,1,0,0,0,0,0,1,0,0,0,1
1883,24,0,0,5,Financial Analyst,1,0,0,0,0,1,0,0,0,0,1
1884,56,0,0,1,Financial Analyst,0,0,0,0,1,1,1,0,0,1,0
1885,22,1,0,0,Sports Coach,0,0,1,0,0,1,1,1,1,0,0
1886,18,0,1,3,Data Scientist,1,1,0,1,0,1,0,0,0,0,0
1887,30,1,0,2,Software Engineer,0,1,0,0,0,0,1,0,1,1,0
1888,57,2,0,5,Teacher,1,0,0,0,0,1,0,0,1,0,0
1889,22,0,1,6,Software Engineer,0,0,0,1,0,0,1,0,0,0,0
1890,29,0,0,3,Sports Coach,1,0,1,0,0,0,0,1,0,0,0
1891,28,1,0,1,Software Engineer,0,0,1,1,0,0,0,0,0,0,0
1892,47,2,1,0,Teacher,0,0,0,0,0,0,0,0,1,0,0
1893,48,2,0,4,Mechanical Engineer,0,1,0,1,0,0,0,0,1,0,0
1894,20,2,1,5,Doctor,1,0,0,0,0,0,0,0,0,0,1
1895,47,0,0,0,Doctor,0,1,0,0,0,0,1,0,1,0,0
1896,53,1,0,4,Software Engineer,1,0,1,0,0,1,0,0,0,0,1
1897,22,2,0,4,Financial Analyst,0,0,1,0,0,1,0,0,1,1,0
1898,37,0,1,0,Artist,1,0,0,0,0,0,0,0,0,0,0
1899,47,2,1,1,Teacher,0,0,0,0,0,1,0,1,0,0,0
1900,34,0,1,3,Software Engineer,1,0,0,0,1,1,0,0,0,0,0
1901,29,0,0,0,Financial Analyst,1,0,0,0,1,1,0,0,0,0,1
1902,56,2,0,2,Artist,1,1,0,0,0,0,0,1,1,0,0
1903,45,0,0,0,Graphic Designer,0,1,0,0,0,0,0,0,1,0,1
1904,56,1,0,3,Sports Coach,1,0,0,0,1,0,0,0,0,0,1
1905,45,2,1,1,Financial Analyst,0,0,0,0,1,0,0,0,0,0,0
1906,47,2,0,1,Doctor,0,1,0,0,0,0,0,1,1,0,0
1907,36,1,0,3,Mechanical Engineer,0,1,0,0,1,1,1,0,0,0,1
1908,59,0,0,4,Artist,1,0,0,1,0,0,0,0,0,0,0
1909,58,1,0,5,Financial Analyst,1,0,0,0,0,1,0,1,0,0,0
1910,40,2,1,1,Data Scientist,0,0,0,0,0,1,1,0,0,0,0
1911,43,2,0,1,Doctor,0,0,0,0,0,0,1,0,0,0,1
1912,33,0,0,6,Doctor,0,0,0,0,0,0,0,0,1,0,1
1913,38,0,0,2,Teacher,0,0,1,1,1,0,1,0,0,0,0
1914,32,0,1,4,Doctor,0,1,0,0,0,0,1,0,0,0,0
1915,58,0,1,0,Teacher,1,0,1,0,0,1,0,0,1,0,0
1916,58,1,1,6,Financial Analyst,0,0,0,0,0,1,0,0,1,0,0
1917,56,1,0,0,Graphic Designer,0,0,0,0,0,0,1,0,1,0,0
1918,56,1,0,6,Software Engineer,1,0,0,1,0,0,0,1,0,0,0
1919,38,2,0,0,Sports Coach,1,0,0,0,0,1,0,0,1,0,1
1920,31,2,0,3,Data Scientist,0,0,1,0,0,0,1,0,0,0,1
1921,33,2,0,2,Software Engineer,0,1,0,0,1,0,0,0,0,1,0
1922,50,0,0,3,Data Scientist,1,0,0,0,0,0,1,0,1,0,1
1923,43,1,1,4,Teacher,1,0,0,0,0,0,0,0,0,0,0
1924,37,2,0,2,Marketing Manager,0,0,0,1,0,0,0,0,0,0,0
1925,31,0,0,0,Software Engineer,1,0,1,0,0,0,0,0,0,1,0
1926,56,0,0,3,Mechanical Engineer,0,0,0,1,0,0,1,0,0,0,0
1927,31,2,0,5,Teacher,0,1,0,0,1,0,0,1,0,0,0
1928,38,0,0,4,Artist,0,0,1,1,0,0,1,1,0,0,0
1929,19,0,0,0,Artist,0,0,0,0,1,0,0,0,0,0,0
1930,54,2,0,1,Mechanical Engineer,1,0,0,0,1,0,0,0,0,0,0
1931,21,0,0,1,Financial Analyst,1,0,0,1,0,1,0,0,0,1,0
1932,40,2,0,1,Graphic Designer,0,0,0,0,0,1,0,1,0,0,0
1933,37,0,1,6,Doctor,1,0,0,0,0,0,1,0,0,0,0
1934,31,0,0,6,Doctor,0,1,0,0,0,0,0,0,1,0,0
1935,51,0,0,0,Financial Analyst,0,0,1,1,1,0,1,0,0,0,0
1936,37,0,0,0,Doctor,0,0,1,0,0,0,1,0,1,0,1
1937,55,1,0,0,Doctor,1,0,1,0,1,1,0,0,0,0,0
1938,28,0,0,4,Financial Analyst,1,1,0,0,1,1,0,0,0,0,0
1939,22,1,0,6,Doctor,1,0,0,0,1,0,1,0,0,0,1
1940,59,1,0,6,Mechanical Engineer,0,0,1,1,0,0,1,0,0,0,0
1941,45,1,0,6,Financial Analyst,0,0,0,1,0,1,0,1,0,0,0
1942,60,2,0,1,Mechanical Engineer,0,0,1,1,0,0,0,0,0,1,0
1943,37,2,0,3,Sports Coach,1,1,0,0,0,0,0,1,0,1,0
1944,43,2,0,0,Teacher,0,0,1,1,0,0,0,0,0,0,0
1945,58,1,0,4,Sports Coach,0,0,0,0,0,0,0,1,1,0,0
1946,34,1,0,5,Data Scientist,0,0,0,0,0,1,0,1,0,0,0
1947,25,0,0,1,Mechanical Engineer,0,0,0,0,0,0,1,1,1,0,0
1948,52,1,0,5,Data Scientist,1,1,0,0,0,0,0,1,0,0,0
1949,19,1,0,6,Graphic Designer,0,0,0,0,1,0,0,0,0,0,0
1950,21,1,0,1,Software Engineer,1,0,1,0,0,0,0,0,0,1,0
1951,52,2,1,2,Financial Analyst,0,1,0,0,0,0,1,0,0,0,0
1952,25,0,0,2,Software Engineer,0,0,0,1,0,1,0,0,0,0,0
1953,37,2,0,0,Mechanical Engineer,0,1,0,0,0,0,0,1,0,0,0
1954,48,0,0,4,Artist,0,0,1,0,0,1,1,0,1,1,0
1955,20,0,0,2,Graphic Designer,0,1,0,0,0,0,0,0,1,1,0
1956,38,0,1,0,Financial Analyst,1,0,0,0,0,0,0,0,1,0,0
1957,32,2,0,4,Marketing Manager,0,1,1,0,0,0,0,0,1,1,0
1958,47,0,1,5,Sports Coach,0,0,0,0,0,0,1,0,0,1,0
1959,49,2,0,6,Graphic Designer,0,0,1,0,1,1,0,0,0,0,0
1960,24,0,1,1,Sports Coach,0,0,0,0,0,0,0,0,0,0,0
1961,50,1,0,4,Mechanical Engineer,0,0,1,0,0,0,0,0,0,1,0
1962,38,1,0,1,Sports Coach,0,0,1,1,0,0,0,0,0,1,0
1963,31,2,0,1,Data Scientist,0,0,1,1,0,1,0,0,0,0,1
1964,55,0,0,3,Graphic Designer,0,0,0,0,0,0,0,1,0,0,0
1965,50,0,0,4,Graphic Designer,0,0,0,1,0,1,0,0,0,1,0
1966,41,1,0,0,Financial Analyst,0,0,1,1,0,1,0,0,0,0,0
1967,41,0,0,3,Graphic Designer,0,0,0,0,0,0,0,0,1,1,0
1968,50,1,1,1,Data Scientist,0,0,0,0,0,1,0,0,1,0,0
1969,49,2,0,1,Doctor,0,0,0,1,0,0,0,0,0,0,0
1970,34,2,1,2,Graphic Designer,0,1,0,0,0,0,0,0,0,0,0
1971,41,1,1,4,Sports Coach,1,0,0,0,0,1,0,0,0,0,0
1972,25,2,1,5,Marketing Manager,0,0,0,0,0,0,0,0,0,0,1
1973,50,2,0,5,Software Engineer,1,0,0,0,0,0,0,0,0,0,1
1974,50,2,0,5,Mechanical Engineer,0,0,0,0,1,0,0,0,0,0,0
1975,34,2,0,5,Graphic Designer,0,0,1,0,0,1,0,0,0,1,0
1976,44,2,0,0,Teacher,1,0,0,1,1,1,0,0,0,0,0
1977,28,1,0,1,Doctor,1,0,0,1,0,0,0,0,0,0,0
1978,53,1,0,0,Software Engineer,1,0,0,1,0,0,0,0,0,0,0
1979,42,0,0,6,Teacher,0,0,1,0,0,0,1,0,1,0,0
1980,26,1,0,5,Artist,0,1,0,0,1,0,1,0,0,0,0
1981,21,2,0,2,Financial Analyst,1,0,0,0,0,1,0,1,0,0,0
1982,32,0,0,1,Doctor,0,1,0,1,1,0,0,0,0,0,0
1983,56,2,0,2,Financial Analyst,0,0,0,0,0,1,0,1,0,0,1
1984,52,1,1,4,Doctor,1,0,0,0,1,0,1,0,0,0,0
1985,51,1,0,1,Teacher,1,0,1,1,0,0,0,0,0,0,0
1986,19,2,1,0,Teacher,0,1,0,0,0,0,0,1,0,0,0
1987,56,2,1,5,Data Scientist,0,1,0,0,0,0,0,0,0,1,0
1988,59,0,0,5,Graphic Designer,0,0,0,0,1,1,0,0,0,0,0
1989,42,1,0,5,Marketing Manager,1,1,0,0,1,0,1,1,0,0,0
1990,24,0,1,0,Sports Coach,0,0,1,0,0,0,0,0,1,0,0
1991,22,1,1,3,Data Scientist,0,1,1,1,0,1,0,0,0,0,0
1992,24,1,1,2,Graphic Designer,0,0,0,0,0,1,1,0,0,0,1
1993,33,1,0,3,Software Engineer,0,0,0,0,1,1,0,1,0,0,0
1994,21,0,0,5,Graphic Designer,0,0,1,0,0,0,0,0,0,1,1
1995,35,2,0,2,Data Scientist,0,1,1,0,0,1,0,1,0,0,0
1996,52,2,0,2,Doctor,0,1,0,0,0,0,1,0,0,1,0
1997,52,2,0,3,Doctor,0,1,1,0,0,0,1,0,0,1,1
1998,57,1,0,5,Software Engineer,0,0,0,0,1,0,1,0,0,0,1
1999,27,2,0,5,Software Engineer,0,0,0,0,1,0,1,0,1,0,0
2000,56,0,0,1,Artist,0,0,0,0,0,0,1,1,0,1,0
2001,41,1,0,5,Marketing Manager,0,0,0,0,0,0,1,0,0,0,1
2002,48,2,1,3,Sports Coach,0,1,1,0,0,0,0,0,0,0,0
2003,20,1,0,5,Financial Analyst,0,0,0,0,1,0,1,0,1,0,0
2004,44,0,0,1,Data Scientist,1,0,0,0,0,1,0,1,0,0,1
2005,39,1,0,0,Sports Coach,0,0,1,0,0,0,1,0,1,1,0
2006,29,2,0,5,Data Scientist,0,1,1,0,0,0,0,0,1,0,0
2007,35,2,0,6,Data Scientist,1,1,0,1,0,0,0,0,0,0,0
2008,42,2,1,1,Artist,1,1,0,0,0,0,0,0,0,0,0
2009,37,0,0,5,Mechanical Engineer,1,0,0,0,0,0,0,0,1,0,1
2010,49,2,0,4,Graphic Designer,1,1,0,0,0,0,0,0,1,0,1
2011,44,2,0,2,Teacher,0,0,0,1,0,0,1,0,0,0,0
2012,29,1,0,1,Software Engineer,0,0,0,0,1,1,0,0,0,0,0
2013,37,2,0,3,Financial Analyst,1,0,1,0,0,0,0,0,1,0,0
2014,38,0,0,1,Marketing Manager,0,1,0,1,1,0,0,0,0,0,0
2015,20,1,0,1,Marketing Manager,1,0,0,0,0,0,0,0,0,0,1
2016,60,2,0,5,Artist,0,1,0,0,0,0,0,0,0,1,0
2017,30,1,0,1,Graphic Designer,0,0,1,0,1,0,0,0,0,1,0
2018,40,1,0,0,Financial Analyst,0,0,0,0,0,0,0,1,0,1,0
2019,51,0,0,6,Software Engineer,1,0,0,1,0,0,1,0,0,0,0
2020,56,2,0,1,Marketing Manager,0,1,0,0,1,1,0,0,1,0,0
2021,57,1,0,4,Graphic Designer,0,1,0,0,0,0,0,0,1,0,1
2022,30,2,0,3,Doctor,1,1,0,1,0,0,0,0,1,0,0
2023,43,2,0,4,Doctor,0,1,1,1,1,1,0,0,0,0,0
2024,50,1,0,5,Graphic Designer,0,0,0,0,0,0,1,0,0,1,0
2025,26,1,0,6,Doctor,0,1,1,0,0,0,0,0,1,0,1
2026,43,0,0,3,Data Scientist,0,0,1,0,0,0,0,0,0,1,0
2027,53,2,1,6,Marketing Manager,0,0,0,0,1,1,0,0,0,0,0
2028,28,1,0,0,Data Scientist,0,0,1,0,0,0,0,1,0,1,0
2029,44,1,1,5,Marketing Manager,1,1,0,0,1,0,0,0,0,0,0
2030,47,0,0,5,Doctor,1,0,0,0,0,0,0,0,1,1,0
2031,51,2,0,3,Data Scientist,0,1,0,1,0,0,1,0,0,0,0
2032,45,0,1,0,Teacher,0,0,0,0,0,1,0,0,0,0,0
2033,22,0,0,3,Data Scientist,1,0,0,0,1,0,0,0,1,0,0
2034,52,2,0,4,Software Engineer,0,0,0,0,0,1,0,0,0,0,1
2035,39,0,0,3,Data Scientist,1,0,0,1,0,0,0,0,0,0,0
2036,45,0,0,4,Software Engineer,1,0,0,0,0,1,0,1,0,1,0
2037,47,1,0,2,Financial Analyst,0,0,1,0,1,1,0,1,0,0,0
2038,32,1,1,6,Teacher,0,0,0,0,0,0,0,0,0,1,0
2039,49,0,0,4,Artist,1,0,0,0,0,1,0,1,0,1,0
2040,32,0,0,4,Graphic Designer,1,0,0,0,1,0,0,0,0,0,0
2041,57,1,0,4,Artist,0,0,1,0,0,0,1,1,0,0,0
2042,35,0,0,2,Software Engineer,0,1,0,0,0,0,0,0,1,0,0
2043,37,1,0,3,Teacher,1,0,0,0,0,1,0,0,0,1,1
2044,52,0,0,4,Doctor,0,0,0,1,0,0,1,0,1,0,0
2045,24,2,0,2,Sports Coach,0,1,0,0,0,0,0,0,1,0,0
2046,49,2,0,0,Sports Coach,1,1,0,0,0,1,0,0,1,0,1
2047,59,1,0,3,Doctor,0,1,1,0,1,0,1,0,0,0,0
2048,18,1,0,0,Graphic Designer,1,0,0,1,0,0,0,0,0,1,0
2049,30,0,0,1,Data Scientist,0,0,1,0,0,1,0,0,0,0,1
2050,41,1,0,3,Software Engineer,1,0,0,0,0,0,0,1,0,1,0
2051,57,1,0,5,Mechanical Engineer,0,0,0,0,0,0,0,0,1,0,0
2052,59,1,0,6,Teacher,0,1,0,1,0,1,0,0,1,0,0
2053,40,1,0,5,Mechanical Engineer,0,0,1,0,1,0,1,0,0,0,1
2054,49,2,0,0,Doctor,1,0,0,1,0,1,0,0,0,0,0
2055,24,1,0,2,Doctor,1,0,0,0,1,1,1,0,0,0,0
2056,56,2,0,1,Artist,0,0,1,0,0,0,0,0,1,0,0
2057,23,1,0,1,Software Engineer,1,0,1,0,1,1,0,0,0,0,0
2058,59,0,0,3,Doctor,1,0,1,0,1,1,0,0,1,0,0
2059,24,0,1,3,Financial Analyst,0,0,1,0,0,0,0,0,0,0,0
2060,47,1,0,6,Financial Analyst,0,0,1,1,0,0,0,0,0,1,0
2061,35,2,0,0,Financial Analyst,0,1,1,0,0,0,0,1,0,0,0
2062,22,0,1,4,Mechanical Engineer,1,1,0,0,0,0,0,0,0,0,0
2063,19,2,0,4,Data Scientist,0,0,1,0,0,0,0,0,0,1,1
2064,36,2,0,3,Graphic Designer,1,0,1,0,0,0,0,1,0,0,0
2065,57,0,1,4,Marketing Manager,0,0,1,0,0,0,0,0,0,0,1
2066,32,2,0,2,Teacher,0,0,0,0,0,1,1,0,0,1,0
2067,59,0,0,4,Data Scientist,0,1,0,0,0,0,1,1,1,0,0
2068,34,2,1,0,Marketing Manager,0,0,1,0,1,0,0,0,0,0,0
2069,60,0,0,6,Financial Analyst,0,0,1,0,1,1,0,1,0,0,0
2070,31,1,0,0,Financial Analyst,1,0,1,0,0,0,0,1,0,0,1
2071,48,0,1,1,Financial Analyst,0,1,0,0,0,0,1,0,0,0,0
2072,41,2,0,1,Artist,0,0,0,0,1,0,0,0,0,0,0
2073,49,1,0,5,Software Engineer,0,0,0,1,0,0,0,0,0,0,0
2074,34,1,0,0,Doctor,0,0,1,1,0,0,0,0,0,1,0
2075,58,0,0,6,Mechanical Engineer,0,0,0,0,1,0,0,0,0,0,0
2076,48,1,0,1,Software Engineer,0,0,1,1,0,0,0,0,1,0,0
2077,19,1,1,6,Sports Coach,1,0,0,1,0,0,0,0,0,0,0
2078,25,2,0,2,Teacher,0,0,1,1,0,1,0,0,0,0,1
2079,46,0,0,6,Graphic Designer,0,0,0,0,0,1,0,0,0,1,0
2080,41,2,0,5,Artist,0,0,0,0,0,1,0,0,1,0,0
2081,35,0,0,1,Data Scientist,1,0,1,0,1,0,0,0,1,0,0
2082,35,0,0,6,Sports Coach,0,0,0,0,1,0,1,0,0,0,1
2083,57,1,1,6,Teacher,1,0,0,0,0,1,0,0,0,1,0
2084,59,2,0,5,Financial Analyst,0,1,0,1,0,0,0,0,1,0,0
2085,45,2,0,5,Teacher,1,0,0,1,0,0,1,0,1,0,0
2086,55,2,0,5,Financial Analyst,0,0,0,0,0,1,0,0,0,1,1
2087,20,2,0,6,Artist,1,0,0,0,0,0,0,1,0,0,1
2088,40,2,0,2,Teacher,0,0,1,0,0,0,1,1,0,0,1
